Time Slot,URL,Request Count,Target Avg Time,Response Avg Time,Status 200,Status 206,Status 301,Status 302,Status 304,Status 400,Status 401,Status 403,Status 404,Status 414,Status 460,Status 500,Status 502,Status 503,Status 504
01:15 - 01:20,/css/blockedPage.css,4,0.18381516853932583,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
01:15 - 01:20,/team/{id}/samples.zip,1,0.18381516853932583,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01:15 - 01:20,/.well-known/traffic-advice,1,0.18381516853932583,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01:15 - 01:20,/robots.txt,1,0.18381516853932583,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01:15 - 01:20,/webfonts/fa-regular-400.ttf,1,0.18381516853932583,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/public,18,0.16273076923076923,1.923076923076923e-05,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/login,8,0.16273076923076923,1.923076923076923e-05,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0
06:55 - 06:60,/,1,0.16273076923076923,1.923076923076923e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/team,10,0.16273076923076923,1.923076923076923e-05,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/team/problems/{id}/text,3,0.16273076923076923,1.923076923076923e-05,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/team/scoreboard,11,0.16273076923076923,1.923076923076923e-05,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:55 - 06:60,/api/v4/contests/{id}/teams,1,0.16273076923076923,1.923076923076923e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/public,3102,8.735236659729225,2.145600446284893e-08,3094,0,0,0,0,0,0,0,0,0,0,8,0,0,0
18:30 - 18:35,/team/scoreboard,13289,8.735236659729225,2.145600446284893e-08,13172,0,0,39,0,0,0,0,0,1,0,76,0,0,1
18:30 - 18:35,/team,15530,8.735236659729225,2.145600446284893e-08,15487,0,1,42,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/,459,8.735236659729225,2.145600446284893e-08,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/favicon.ico,347,8.735236659729225,2.145600446284893e-08,341,0,0,0,2,0,0,0,0,0,4,0,0,0,0
18:30 - 18:35,/public/sitemap.xml,2,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
18:30 - 18:35,/public/robots.txt,2,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
18:30 - 18:35,/js/domjudge.js,517,8.735236659729225,2.145600446284893e-08,61,0,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/{id}/samples.zip,137,8.735236659729225,2.145600446284893e-08,128,0,0,9,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/problems/{id}/text,2326,8.735236659729225,2.145600446284893e-08,2261,0,0,60,0,0,0,0,5,0,0,0,0,0,0
18:30 - 18:35,/team/submission/{id},523,8.735236659729225,2.145600446284893e-08,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/public/{id}/samples.zip,19,8.735236659729225,2.145600446284893e-08,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/submit/{id},667,8.735236659729225,2.145600446284893e-08,613,0,0,54,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/submit,1548,8.735236659729225,2.145600446284893e-08,1133,0,0,415,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/problems,995,8.735236659729225,2.145600446284893e-08,973,0,2,19,0,0,0,0,0,0,0,0,0,0,1
18:30 - 18:35,/js/jquery.min.js,521,8.735236659729225,2.145600446284893e-08,63,2,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/css/bootstrap.min.css,522,8.735236659729225,2.145600446284893e-08,66,0,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/css/fontawesome-all.min.css,522,8.735236659729225,2.145600446284893e-08,66,0,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/js/bootstrap.bundle.min.js,518,8.735236659729225,2.145600446284893e-08,62,0,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/style_domjudge.css,518,8.735236659729225,2.145600446284893e-08,61,0,0,0,456,0,0,0,0,0,1,0,0,0,0
18:30 - 18:35,/webfonts/fa-solid-900.woff2,517,8.735236659729225,2.145600446284893e-08,61,0,0,0,456,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/flags/4x3/in.svg,608,8.735236659729225,2.145600446284893e-08,598,0,0,0,10,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/webfonts/fa-regular-400.woff2,540,8.735236659729225,2.145600446284893e-08,81,0,0,0,459,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/login,652,8.735236659729225,2.145600446284893e-08,293,0,0,298,0,0,61,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/team/{id},198,8.735236659729225,2.145600446284893e-08,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/updates,199,8.735236659729225,2.145600446284893e-08,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/public/problems/{id}/text,202,8.735236659729225,2.145600446284893e-08,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury,3,8.735236659729225,2.145600446284893e-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/Image_Balloons@2x.png,121,8.735236659729225,2.145600446284893e-08,113,0,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/public/problems,108,8.735236659729225,2.145600446284893e-08,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/public/team/{id},93,8.735236659729225,2.145600446284893e-08,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/scoreboard,5,8.735236659729225,2.145600446284893e-08,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/index.htm,187,8.735236659729225,2.145600446284893e-08,151,9,0,0,27,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/domjudge-team-manual.pdf,7,8.735236659729225,2.145600446284893e-08,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/gfg-new-logo.png,118,8.735236659729225,2.145600446284893e-08,110,0,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/cc-logo.svg,116,8.735236659729225,2.145600446284893e-08,108,0,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/style.css,121,8.735236659729225,2.145600446284893e-08,113,0,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/favicon.ico,121,8.735236659729225,2.145600446284893e-08,111,2,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/newton-logo.png,119,8.735236659729225,2.145600446284893e-08,109,2,0,0,8,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/client,125,8.735236659729225,2.145600446284893e-08,116,0,0,0,9,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ICPC24ONLINE/blackpathway.png,125,8.735236659729225,2.145600446284893e-08,110,8,0,0,7,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/submissions/{id}/source,4,8.735236659729225,2.145600446284893e-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/apple-touch-icon-precomposed.png,3,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
18:30 - 18:35,/apple-touch-icon.png,3,8.735236659729225,2.145600446284893e-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/submissions,11,8.735236659729225,2.145600446284893e-08,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/ws/ws,4,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
18:30 - 18:35,/jury/teams/{id},10,8.735236659729225,2.145600446284893e-08,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/meta.json,18,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
18:30 - 18:35,/jury/problems/{id},2,8.735236659729225,2.145600446284893e-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/css/blockedPage.css,11,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
18:30 - 18:35,/logout,8,8.735236659729225,2.145600446284893e-08,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/clarifications/add,35,8.735236659729225,2.145600446284893e-08,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/style_login.css,47,8.735236659729225,2.145600446284893e-08,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/images/DOMjudgelogo.svg,47,8.735236659729225,2.145600446284893e-08,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/clarifications/{id},6,8.735236659729225,2.145600446284893e-08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/login/favicon.ico,1,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18:30 - 18:35,/favicon.ico%3Fv=8.2.3,1,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18:30 - 18:35,/jury/submissions/{id},4,8.735236659729225,2.145600446284893e-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/clarifications,3,8.735236659729225,2.145600446284893e-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/js/bootstrap.bundle.min.js.map,2,8.735236659729225,2.145600446284893e-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/css/bootstrap.min.css.map,2,8.735236659729225,2.145600446284893e-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/clarifications/{id},6,8.735236659729225,2.145600446284893e-08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/team/chrome-extension://eanofdhdfbcalhflpbdipkjjkoimeeod/libs/requests.js,4,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
18:30 - 18:35,/team/chrome-extension://eanofdhdfbcalhflpbdipkjjkoimeeod/libs/extend-native-history-api.js,3,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
18:30 - 18:35,/jury/clarifications/send,3,8.735236659729225,2.145600446284893e-08,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/jury/users/{id},4,8.735236659729225,2.145600446284893e-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/index.html,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/pygments.css,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/_sphinx_javascript_frameworks_compat.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/documentation_options.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/jquery.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/sphinx_highlight.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/js/versionswitcher.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/doctools.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/js/theme.js,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/css/theme.css,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/css/fonts/Roboto-Slab-Bold.woff2,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/css/fonts/fontawesome-webfont.woff2,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/css/fonts/lato-normal.woff2,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/html/_static/css/fonts/lato-bold.woff2,1,8.735236659729225,2.145600446284893e-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18:30 - 18:35,/doc/manual/versions.json,1,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18:30 - 18:35,/public/problems/{id}/css/blockedPage.css,1,8.735236659729225,2.145600446284893e-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17:45 - 17:50,/team,15046,0.05877356046630294,1.5700435687090317e-07,14958,0,1,87,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/style.css,1421,0.05877356046630294,1.5700435687090317e-07,1254,12,0,0,151,0,0,0,0,0,4,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/Image_Balloons@2x.png,1406,0.05877356046630294,1.5700435687090317e-07,1250,0,0,0,153,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/login,3216,0.05877356046630294,1.5700435687090317e-07,1529,0,0,1508,0,0,179,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/favicon.ico,1410,0.05877356046630294,1.5700435687090317e-07,1250,4,0,0,153,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/team/scoreboard,2256,0.05877356046630294,1.5700435687090317e-07,2240,0,0,16,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/cc-logo.svg,1409,0.05877356046630294,1.5700435687090317e-07,1251,2,0,0,153,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/gfg-new-logo.png,1406,0.05877356046630294,1.5700435687090317e-07,1249,0,0,0,154,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/,2755,0.05877356046630294,1.5700435687090317e-07,0,0,0,2755,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/client,1449,0.05877356046630294,1.5700435687090317e-07,1294,8,0,0,143,0,0,0,0,0,4,0,0,0,0
17:45 - 17:50,/public,3184,0.05877356046630294,1.5700435687090317e-07,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/index.htm,1625,0.05877356046630294,1.5700435687090317e-07,1422,50,0,0,152,0,0,0,0,0,1,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/newton-logo.png,1405,0.05877356046630294,1.5700435687090317e-07,1247,6,0,0,149,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/blackpathway.png,1414,0.05877356046630294,1.5700435687090317e-07,1251,16,0,0,144,0,0,0,0,0,3,0,0,0,0
17:45 - 17:50,/css/fontawesome-all.min.css,1095,0.05877356046630294,1.5700435687090317e-07,744,8,0,0,343,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/style_domjudge.css,1053,0.05877356046630294,1.5700435687090317e-07,706,0,0,0,346,0,0,0,0,0,1,0,0,0,0
17:45 - 17:50,/js/bootstrap.bundle.min.js,1102,0.05877356046630294,1.5700435687090317e-07,736,12,0,0,354,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/css/bootstrap.min.css,1106,0.05877356046630294,1.5700435687090317e-07,748,15,0,0,343,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/domjudge.js,1071,0.05877356046630294,1.5700435687090317e-07,714,0,0,0,356,0,0,0,0,0,1,0,0,0,0
17:45 - 17:50,/js/jquery.min.js,1099,0.05877356046630294,1.5700435687090317e-07,737,10,0,0,352,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/webfonts/fa-solid-900.woff2,1087,0.05877356046630294,1.5700435687090317e-07,745,2,0,0,338,0,0,0,0,0,2,0,0,0,0
17:45 - 17:50,/webfonts/fa-regular-400.woff2,304,0.05877356046630294,1.5700435687090317e-07,18,0,0,0,286,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/css/bootstrap.min.css.map,14,0.05877356046630294,1.5700435687090317e-07,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/favicon.ico,1516,0.05877356046630294,1.5700435687090317e-07,1430,0,0,0,80,0,0,0,0,0,6,0,0,0,0
17:45 - 17:50,/logout,106,0.05877356046630294,1.5700435687090317e-07,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/style_login.css,803,0.05877356046630294,1.5700435687090317e-07,762,0,0,0,41,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/images/DOMjudgelogo.svg,821,0.05877356046630294,1.5700435687090317e-07,782,2,0,0,37,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/css/blockedPage.css,5,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
17:45 - 17:50,/jury/updates,173,0.05877356046630294,1.5700435687090317e-07,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury/problems/{id}/testcases,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury/submissions,8,0.05877356046630294,1.5700435687090317e-07,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/bootstrap.bundle.min.js.map,13,0.05877356046630294,1.5700435687090317e-07,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury,3,0.05877356046630294,1.5700435687090317e-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/highLightTitle.png,1,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/featureBg.png,1,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17:45 - 17:50,/jury/contests,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury/contests/{id},4,0.05877356046630294,1.5700435687090317e-07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/webfonts/fa-solid-900.ttf,5,0.05877356046630294,1.5700435687090317e-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/ICPC24ONLINE/DMSans-Regular.ttf,1,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17:45 - 17:50,/.env,6,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
17:45 - 17:50,/.git/config,5,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
17:45 - 17:50,/css/select2.min.css,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/css/select2-bootstrap.min.css,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/select2.min.js,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/apple-touch-icon-precomposed.png,20,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
17:45 - 17:50,/apple-touch-icon.png,18,0.05877356046630294,1.5700435687090317e-07,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/chrome-extension://eanofdhdfbcalhflpbdipkjjkoimeeod/libs/requests.js,5,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
17:45 - 17:50,/chrome-extension://eanofdhdfbcalhflpbdipkjjkoimeeod/libs/extend-native-history-api.js,5,0.05877356046630294,1.5700435687090317e-07,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
17:45 - 17:50,/public/problems,5,0.05877356046630294,1.5700435687090317e-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury/categories/{id},1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/jury/submissions/{id},1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/css/nv.d3.min.css,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/FileSaver.min.js,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/nv.d3.min.js,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17:45 - 17:50,/js/d3.min.js,1,0.05877356046630294,1.5700435687090317e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
